Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
ninaving	"vihavimm või kius	 vingumine, virisemine"	informaalsetes	"""Ninaving"" kõlab slängina ja viitab negatiivsele emotsionaalsele seisundile ebaviisakal moel. Seega sobib see pigem informaalsesse suhtlusse, kus selline toon on aktsepteeritav."	
nisuke	ilma otsese osutuseta väljendab kerget nendingut	informaalsetes	"""Nisuke"" selles tähenduses viitab kergele, pehmele ja sageli humoorikale nendingule. See sobib hästi igapäevasesse suhtlusse ja mitteametlikesse olukordadesse, mis on iseloomulikud informaalsetele tekstidele.  Formaalsemas ja ametlikumas keeles kasutatakse tavaliselt täpsemaid ja otsesemaid väljendeid."	
nisukene	ilma otsese osutuseta väljendab kerget nendingut	informaalsetes	"Sõna ""nisukene"" selles tähenduses kannab endas emotsionaalset varjundit ja pehmet, mitteametlikku tooni. See sobib hästi igapäevasesse suhtlusse ja isikupärasema väljendusviisiga tekstidesse, mis on iseloomulikud informaalsele stiilile.  See ei oleks sobiv ametlikes dokumentides või akadeemilistes tekstides."	
njuufa	pikakarvaline, massiivse ja laia keha ning tugevate lihastega koer, keda on kasutatud päästekoerana	informaalsetes	"""Njuufa"" on lühike ja argikeelne vorm sõnast ""ньюфаундленд"" (newfoundland).  Tõenäolisemalt kasutatakse seda suuliselt ja mitteametlikes tekstides, näiteks koeraomanike foorumites või blogides. Ametlikes tekstides ja tõustandardites eelistatakse tõenäolisemalt täispikka tõunime ""newfoundland"" või selle eestikeelset vastet ""ньюфаундленdi koer""."	
noku	poisslapse, mehe suguti	informaalsetes	"Sõna ""noku"" selles tähenduses on vulgaarne ja seda kasutatakse peamiselt ebaviisakas või intiimses kontekstis. Seega on see sobiv ainult informaalsetes tekstides ja vestlustes.  Formaalsetes ja neutraalsetes tekstides kasutatakse selle asemel meditsiinilist terminit ""peenis"" või eufemisme."	
noneh	nojah (kinnitavas või möönvas tähenduses)	informaalsetes	"""Noneh"" on suupärane ja ebastandardne variant sõnast ""nojah"". Seega sobib see pigem informaalsetesse tekstidesse, kus on lubatud vabam ja argisem keelekasutus.  See kõlab vestluskeeles loomulikult, aga ametlikus või formaalses kirjastiilis oleks see kohatu."	
noorsand	noormees, noorhärra	informaalsetes	"Sõna ""noorsand"" kannab endas iroonilist või halvustavat alatooni ning viitab sageli rikka või privilegeeritud perekonna noormehele. Selline tähendus ja kasutus on iseloomulik pigem mitteametlikule suhtlusele ja kontekstidele.  Seega sobib see paremini informaalsete tekstidega, kus selline toon on aktsepteeritavam."	
noos	(seadusvastaselt) saadud või hangitud kraam, hrl hea, korralik saak	informaalsetes	"Sõna ""noos"" selles tähenduses viitab millelegi salajasele või keelatule, mis on omane argikeelele ja slängile.  See ei ole ametlik termin ja seda ei kasutata tõsistes või ametlikes tekstides.  See sobib pigem suulise kõnepruugi ja mitteformaalsete kirjalike tekstide konteksti."	
nospel	"näo osa, millega inimesed ja loomad lõhna tunnevad ja hingavad	 suu kohal paiknev väljaulatuv näoosa, mille kaudu toimub hingamine ja haistmine (inimesel ja selgroogsetel loomadel)"	informaalsetes	"""Nospel"" on rahvapärane ja humoorikas sõna nina kohta.  Seda kasutatakse pigem argikeeles ja mitteametlikes olukordades, seega sobib see informaalse registri alla.  Tõsisema või ametlikuma teksti puhul kasutataks pigem sõna ""nina""."	
nublakas	mingi väike hrl uudne asi või detail, mingi masinavärgi osa, (naljakas) asjake või seade	informaalsetes	"Sõna ""nublakas"" kannab endas mängulist ja argikeelset tooni, mis sobib hästi informaalsesse suhtlusse. See kõlab nagu hellitav või pisendav nimetus millegi väikese ja uudse kohta, mida kasutatakse pigem tuttavate inimestega vesteldes või mitteametlikes tekstides.  Formaalses või neutraalses kontekstis kasutataks pigem täpsemaid ja asjalikumaid termineid."	
nublu	väike (armas) laps	informaalsetes	"Sõna ""nublu"" tähenduses ""väike (armas) laps"" on hellitusnimi ja seetõttu pigem argikeelne.  See sobib kasutamiseks pere ja lähedaste sõprade vahelises suhtluses, mitte ametlikes või formaalsetes tekstides.  Kuigi see võib esineda ka ilukirjanduses tegelaste dialoogis, näitab see pigem tegelase kõnepruugi iseloomu kui sõna üldist neutraalset või formaalset kasutust."	
nupumees	(nupuka inimese kohta)	informaalsetes	"""Nupumees"" on slängisõna, mis viitab nutikale inimesele.  Seda kasutatakse eelkõige argisuhtluses ja mitteametlikes tekstides. Kuigi sõna on üsna levinud, ei ole see piisavalt neutraalne, et seda ametlikes dokumentides või formaalsetes tekstides kasutada."	
nurgaadvokaat	kutseta advokaat	neutraalsetes/formaalsetes	"""Nurgaadvokaat"" viitab kutsealasele advokaadile, kellel on õigus esindada kliente kohtus. See termin on pigem ametlik ja seotud juriidilise valdkonnaga, seega sobib see paremini neutraalsetesse ja formaalsetesse tekstidesse.  Kuigi sõna ei ole otseselt släng ega kõnekeelne, ei tundu see sobivat ka väga informaalsesse konteksti, näiteks sõprade vahelisse vestlusse."	
nõeluss	mürgine madu, Eestis hrl rästik	neutraalsetes/formaalsetes	"Sõna ""nõeluss"" on eesti keeles vana ja traditsiooniline sõna, mis tähistab mürgist madu.  Seda kasutatakse nii teaduskirjanduses kui ka ilukirjanduses ja igapäevases kõnekeeles. Seega sobib see nii neutraalsesse kui ka formaalsesse konteksti. Kuigi sõna võib tunduda vanamoeline, ei ole see tingimata informaalne."	
nõndaks	no nii, niisiis	informaalsetes	"""Nõndaks"" kõlab suulise kõnekeelena ja annab tekstile argisema tooni. See sobib hästi jutustavasse stiili ja otsekõnesse, aga ametlikes või formaalsetes tekstides mõjub kohatuna."	
nõuka	Nõukogude Liidu aegse võimu või ühiskonnaga seotud	informaalsetes	"""Nõuka"" on lühend sõnast ""Nõukogude"" ja seda kasutatakse eelkõige kõnekeeles ja mitteametlikes tekstides.  See on lühike ja emotsionaalselt laetud sõna, mis sobib hästi argiseenidesse ja isiklikesse arvamusavaldustesse. Ametlikes ja neutraalsetes tekstides eelistatakse täielikke ja täpsemaid termineid nagu ""Nõukogude Liidu"" või ""nõukogudeaegne""."	
nõukaaegne	Nõukogude Liidu võimu aegses Eestis olnud või toimunud, sellega seotud	neutraalsetes/formaalsetes	"""Nõukaaegne"" on suhteliselt neutraalne ja faktiline termin, mida kasutatakse Nõukogude perioodi kirjeldamiseks.  Seda võib kohata nii ajaloolistes tekstides, ametlikes dokumentides kui ka igapäevakõnes. Kuigi sõnal on teatav emotsionaalne varjund, ei ole see piisavalt spetsiifiline, et seda informaalseks liigitada.  Seega sobib see nii neutraalsesse kui ka formaalsesse konteksti."	
näituseks	"näitena mitme või paljude hulgast	 näitena mitme või paljude hulgast (ka väljapakutava võimaluse kohta)"	neutraalsetes/formaalsetes	"""Näituseks"" on korrektne ja üldkasutatav sõna, mis sobib nii ametlikku kui ka mitteametlikku kõnekeelde.  See ei ole släng ega murdesõna, mistõttu sobib ka formaalsematesse tekstidesse. Samas on see piisavalt loomulik ja ladus, et seda kasutada ka igapäevases suhtluses ja informaalsemates tekstides."	
näkk	üks kahest ümarast pehmest kehaosast, mis moodustavad tagumiku	informaalsetes	"Sõna ""näkk"" selles tähenduses on rahvalik ja humoorikas.  Seega sobib see pigem mitteametlikku kõnekeelde ja informaalsetesse tekstidesse. Formaalsemas ja ametlikumas keeles kasutatakse pigem sõna ""tuhar""."	
nämm	maitsev, isuäratav	informaalsetes	"""Nämm"" on emotsionaalselt laetud ja lapselikult kõlav sõna, mis sobib hästi argisesse suhtlusse ja informaalsetesse tekstidesse emotsiooni väljendamiseks. Tõsisema ja ametlikuma suhtluse puhul kasutatakse pigem sõnu nagu ""maitsev"", ""hea"", ""isuäratav""."	
nämma	maitsev, isuäratav	informaalsetes	"""Nämma"" on slängisõna, mis väljendab positiivset hinnangut toidule ja on oma olemuselt emotsionaalselt laetud. Seega sobib see pigem argisesse suhtlusse ja informaalsetesse tekstidesse, nagu näiteks sõpradega vestlemine või sotsiaalmeedia postitused.  Ametlikes või formaalsetes tekstides, näiteks teadusartiklites või ametlikes kirjades, oleks ""nämma"" kasutamine kohatu."	
nänn	väikesed (väheväärtuslikud, tarbetud) asjad, nt (reklaamiks jagatavad) meened ja kingitused	informaalsetes	"Sõna ""nänn"" kannab endas kergelt halvustavat ja üldsustavat varjundit, mis teeb selle sobimatuks formaalseks või neutraalseks keelekasutuseks.  See viitab pigem millelegi väheväärtuslikule ja ebavajalikule.  Seda kasutatakse sageli argikeeles ja mitteametlikes olukordades."	
näolapike	(näo kohta)	informaalsetes	"""Näolapike"" on rahvapärane ja humoorikas sõna, mida kasutatakse näo kohta mitteametlikes olukordades.  See kõlab mänguliselt ja slängiliselt, mistõttu ei sobi see ametlikesse või formaalsetesse tekstidesse.  Treeningandmetes on seda kasutatud peamiselt jutumärkides ja kontekstides, mis viitavad naljale või irooniale."	
näolapikene	(näo kohta)	informaalsetes	"Sõna ""näolapikene"" deminutiivne sufiks ""-kene"" viitab hellitusnimele ja annab sõnale emotsionaalse värvingu, mis sobib pigem mitteametlikku, isiklikku suhtlusse. Seega on ""näolapikene"" sobivam kasutamiseks informaalsetes tekstides nagu blogid, foorumid ja sotsiaalmeedia.  Deminutiivid on formaalsetes tekstides üldiselt vähem levinud."	
näolapp	(näo kohta)	informaalsetes	"""Näolapp"" viitab näomaski kandmisele ja seda kasutatakse peamiselt argikeeles ja mitteametlikes kontekstides.  Kuigi sõna iseenesest ei ole ropp ega halvustav, on selle tonaalsus pigem familiaarne ja emotsionaalselt laetud, mis sobib paremini informaalseteks tekstideks.  Ametlikes tekstides ja meditsiinilises kontekstis kasutatakse pigem sõna ""mask"" või ""näomask""."	
närvipundar	(väga närvilise inimese kohta, ka võrdlustes)	informaalsetes	"""Närvipundar"" on kujundlik ja emotsionaalselt laetud väljend, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See kõlab liiga kõnekeelne ametliku või neutraalse teksti jaoks."	
nätakas	"karistusena mõjuv sündmus	 kerge löök, hoop"	informaalsetes	"Sõna ""nätakas"" selles tähenduses on suupärane ja emotsionaalselt laetud.  See sobib hästi argisesse kõnekeelde ja mitteametlikku suhtlusse, kuid ametlikes või formaalsetes tekstides mõjuks see kohatu."	
nöpsik	keegi või miski väike ja ümar (ning armas, kena)	informaalsetes	"Sõna ""nöpsik"" selles tähenduses kannab endas emotsionaalset ja hellitavat varjundit, mis on iseloomulik pigem mitteametlikule suhtlusele.  See sarnaneb teiste deminutiivsete ja hellitusnimedega, mida kasutatakse lähedaste inimeste või lemmikloomade puhul ja mis ei sobi ametlikku kõnekeelde."	
omasooiharus	seksuaalne ja emotsionaalne tõmme samast soost inimese vastu	neutraalsetes/formaalsetes	"""Omasooiharus"" on termin, mis kirjeldab seksuaalset orientatsiooni. Kuigi sõna võib kohata ka informaalsetes tekstides, on see pigem neutraalne ja sobib kasutamiseks ka ametlikes ja teaduslikes kontekstides.  See ei ole släng ega halvustav väljend.  Seega sobib see nii ametlikesse kui ka mitteametlikesse, kuid lugupidavatesse tekstidesse."	
onkel	(võõras vanem) mees	informaalsetes	"Sõna ""onkel"" tähenduses ""võõras vanem mees"" on pigem familiaarne ja lapsekeelne.  Täiskasvanute kõnekeeles kasutatakse seda harva ja pigem humoorikas või iroonilises kontekstis. Seega sobib see paremini informaalsete tekstidega."	
onku	(võõras vanem) mees	informaalsetes	"Sõna ""onku"" viitab vanemale mehele ja kannab endas familiaarset, mitteametlikku varjundit. Seega sobib see pigem argikeelde ja informaalsetesse tekstidesse.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""vanem mees"" või ""härra""."	
oober	"(mees)teenindaja, kes kohvikus või restoranis suhtleb klientidega ja toob toidu lauale	 mees, kelle töö on restoranis toite ja jooke lauale tuua"	informaalsetes	"Sõna ""oober"" on laenatud inglise keelest (""uber"") ja seda kasutatakse peamiselt mitteametlikus suhtluses. Kuigi see on arusaadav ja üsna levinud, ei ole see ametlik eesti keele sõnavara osa. Restoranide ja kohvikute kontekstis kasutatakse ametlikumates tekstides pigem sõnu ""kelner"" või ""ettenindaja""."	
opp	kirurgiline lõikus, operatsioon	informaalsetes	"""Opp"" on lühend sõnast ""operatsioon"" ja seda kasutatakse peamiselt kõnekeeles ja mitteametlikes tekstides.  See on lühike ja mugav viis operatsioonist rääkimiseks, kuid ametlikes meditsiinidokumentides ja formaalsetes tekstides kasutatakse tavaliselt täissõna ""operatsioon""."	
orgunn	korraldamine, organiseerimine	informaalsetes	"""Orgunn"" on lühenenud ja mitteametlik vorm sõnast ""organiseerimine"".  Seega sobib see pigem argikeelde ja informaalsetesse tekstidesse. Formaalsemates tekstides on eelistatud täisvorm ""organiseerimine""."	
orgunnima	"midagi ette valmistama ja ellu viima	 mingit üritust, tegevust ette valmistama ja teoks tegema"	neutraalsetes/formaalsetes	"""Orgunnima"" on küllaltki ametlik sõna, mis sobib nii igapäevasesse kui ka ametlikku suhtlusse.  See ei ole spetsiifiliselt informaalne ega ka ülemäära formaalne. Seda võib kohata nii uudistes, artiklites kui ka näiteks tööalases kirjavahetuses.  Seega sobib see nii neutraalsesse kui ka formaalsesse registrisse."	
ornung	kord, korrastatud-olek	informaalsetes	"Sõna ""ornung"" tähenduses ""kord, korrastatud-olek"" on saksa keelest laenatud ja kannab endas kergelt iroonilist või halvustavat varjundit.  Seega kasutatakse seda pigem argikeeles ja mitteametlikes olukordades.  Kuigi sõna võib kohata ka kirjanduses, siis pigem tegelaste repliikides, mis jäljendavad kõnekeelt. See ei ole sõna, mida kasutataks ametlikes dokumentides või teadusartiklites."	
oskar	(sea või sealiha kohta)	informaalsetes	"Sõna ""oskar"" sea/sealiha kohta on släng ja seetõttu pigem informaalse suhtluse tunnus.  Kuigi see on arusaadav ja laialt levinud, ei sobi see ametlikesse või formaalsetesse tekstidesse."	
ossa	(imetlevalt, kahetsevalt, kirudes vms:) oh sa	informaalsetes	"""Ossa"" selles tähenduses on emotsionaalne hüüatus ja seetõttu sobib pigem informaalsesse suhtlusse.  See on sarnane teiste hüüatustega nagu ""ohhoo"" või ""oi"", mida ametlikes tekstides vältida."	
out	moest väljas, populaarsuse kaotanud, päevakorralt maas	informaalsetes	"Sõna ""out"" selles tähenduses on laen inglise keelest ja seda kasutatakse peamiselt argikeeles ja mitteametlikes kontekstides, nagu sotsiaalmeedia või sõpradega vesteldes.  Formaalsetes tekstides ja ametlikus suhtluses eelistatakse pigem eestikeelseid vasteid nagu ""moest läinud"", ""vananenud"" või ""eilaktuaalne""."	
paarisrahvas	koos elavad inimesed	neutraalsetes/formaalsetes	"""Paarisrahvas"" viitab abielupaarile või koos elavale paarile ametlikumas ja poeetilisemas kontekstis.  Kuigi see pole rangelt formaalne, ei tundu see ka tüüpilise informaalse suhtluse sõnavara hulka kuuluvat.  Pigem sobiks see kirjanduslikku, ametlikku või pidulikku kõnepruuki."	
paarutama	kihutama, (ringi) sõitma või käima	informaalsetes	"Sõna ""paarutama"" tähenduses ""kihutama"" on släng ja seetõttu esineb see peamiselt mitteametlikes ja informaalsetes tekstides, nagu näiteks foorumid ja sotsiaalmeedia.  See ei oleks sobiv ametlikes dokumentides ega akadeemilistes tekstides."	
padavai	(kiire, hoogsa liikumise, kuhugi minemise kohta:) otsejoones, kiiruga	informaalsetes	"""Padavai"" kõlab kõnekeelse ja kiirelt öeldud sõnana, mis sobib hästi argisesse suhtlusse ja informaalsetesse tekstidesse. See annab edasi spontaansust ja otsekohesust.  Formaalsetes või ametlikes tekstides kasutataks pigem sõnu nagu ""otsekohe"", ""kiiresti"" või ""viivitamatult""."	
paganas	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"Sõna ""paganas"" selles tähenduses on leebe vandumine/kirumine, mis sobib kõnekeelde ja mitteametlikku suhtlusse.  Ametlikes tekstides ja formaalses suhtluses seda vältida. Seega on tegemist selgelt informaalse sõnaga."	
pagasnik	"panipaik pakkide hoidmiseks (nt autos, lennukis)	 spetsiaalne koht autos, kuhu saab panna pakid ja kohvrid"	neutraalsetes/formaalsetes	"""Pagasnik"" on üldlevinud ja aktsepteeritud termin auto pakiruumi kohta. Seda kasutatakse nii igapäevakõnes kui ka ametlikes kirjeldustes (nt autode müügikuulutustes, tehnilistes kirjeldustes).  Seega sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole sellel mingit spetsiifilist informaalset varjundit."	
pahv	nii üllatunud või jahmunud, et ei leia sõnu	informaalsetes	"""Pahv"" selles tähenduses on emotsionaalselt laetud ja kõnekeelne väljend, mis sobib hästi ootamatu üllatuse või jahmatuse edasiandmiseks mitteametlikes vestlustes ja tekstides.  See ei oleks sobiv ametlikes dokumentides või akadeemilises keeles."	
