katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;;;;;2;psühholoogiline/vaimne abi;jah;2;sage;"Teraapia sobib tervetele ja ""normaalsetele"" inimestele, kes: tunnevad, et nende elus on liiga palju muretsemist.|Teraapia on probleemi süvitsi analüüsimine ning sihilik tegevus nende lahendamiseks.|Teraapia on koostöö kliendi ja terapeudi vahel.|Teraapiasse tullakse, kui on elus mõni raskus. Olgu selleks siis valu, viha, kurbus, ärritus või mõni muu arusaamatu raskus.|Teraapia on sügav ja dünaamiline protsess, mis annab teraapias käijale mitmekülgset tulu ja kasu.";neutraalsetes/formaalsetes;jah;Psühholoogilise abi tähenduses on sõna kasutus samuti valdavalt neutraalne ja professionaalne. Kuigi teemad on isiklikumad, säilib tekstides informatiivne ja selgitav toon. Teraapiateenuste kirjeldused on asjalikud, puuduvad slängiväljendid või kõnekeelsused. Isegi emotsionaalsete teemade puhul säilitatakse professionaalne distants ja neutraalne keelekasutus.;väga kindel;ei kohaldu;jah;ei kohaldu;2;irooniline või humoorikas viide millegi leevendavale tegevusele;jah;2;vähene;Šoppamine on minu teraapia! | Pärast rasket tööpäeva on šokolaad parim teraapia. | Koerte paitamine on odavaim teraapia, mida tean. | Aiandus toimib tema jaoks teraapiana. | Küpsetamine on minu stressiteraapia.;informaalsetes;ei;"Iroonilises või humoorikaks tähenduses kasutatakse sõna ""teraapia"" peamiselt argivestlustes ja vabamas keelekasutuses. See kasutus on levinud sotsiaalmeedias, blogides ja sõprade omavahelises suhtluses. Sõna kasutatakse kergelt iroonilist tooni hoides, viidates igapäevastele tegevustele kui justkui ravimeetoditele. See on selgelt mitteformaalne keelekasutus, mis eeldab konteksti mõistmist ja huumorimeelt.";pigem kindel;kõnekeelne;ei;"Märgend ""kõnekeelne"" sobib, kuna see tähendus esineb peamiselt argivestlustes ja mitteformaalses keelekasutuses, kus sõna kasutatakse kergelt iroonilist või humoorikat tooni hoides. See ei ole ametlik ega neutraalne kasutus, vaid kuulub pigem igapäevasesse suhtluskeelde. "
;;;;;;;;;;;;;;;;;;;2;irooniline või humoorikas viide millegi leevendavale tegevusele;;2;vähene;Šoppamine on minu teraapia! | Pärast rasket tööpäeva on šokolaad parim teraapia. | Koerte paitamine on odavaim teraapia, mida tean. | Aiandus toimib tema jaoks teraapiana. | Küpsetamine on minu stressiteraapia.;informaalsetes;;"Iroonilises või humoorikaks tähenduses kasutatakse sõna ""teraapia"" peamiselt argivestlustes ja vabamas keelekasutuses. See kasutus on levinud sotsiaalmeedias, blogides ja sõprade omavahelises suhtluses. Sõna kasutatakse kergelt iroonilist tooni hoides, viidates igapäevastele tegevustele kui justkui ravimeetoditele. See on selgelt mitteformaalne keelekasutus, mis eeldab konteksti mõistmist ja huumorimeelt.";pigem kindel;harv;ei;"Märgend ""harv"" on asjakohane, kuna võrreldes meditsiinilise põhitähendusega on see kasutus märkimisväärselt harvem. Treeningandmetes esineb see tähendus vähe ja piirdub peamiselt mitteformaalsete kontekstidega."
algatuslik;REGISTRITA;1;;146;ei;1;algatav, initsiatiivne, ettevõtlik;jah;1;sage;Tsiviilühiskonna struktuurid täiendavad riiklikke struktuure, pakuvad neile konkurentsi ning on sellistena kodanike omaalgatusliku tegevuse vormiks. | Samuti usub ta, et lapsed, kes annavad kodutööde tegemisse oma panuse, on kunagi ka paremad töötegijad, sest nad arvestavad teistega, on empaatilised ning omaalgatuslikud. | Planeetide Saturn, Uraan, Neptuun ja Pluuto faasitsüklite kasvu algus tõendab, et kahe ajastu murrangul ootab meie planeedi elanikke elurõõmus, aktiivne ja algatuslik meeleolu. | Oled tööasjudes väga leidlik ning algatuslik. Julged välja tulla oma unikaalsete ideedega. | Projekt MAlgatus on noorte enda algatuslik ettevõtmine, mille eesmärk on teha midagi head ja ühiskonnale kasulikku.;neutraalsetes/formaalsetes;jah;"Sõna ""algatuslik"" kasutatakse tekstimaterjalis valdavalt neutraalsetes ja formaalsetes kontekstides. Materjal sisaldab ametlikke dokumente, teaduslikke tekste, ajakirjandust ning hariduslikke materjale. Sõna esineb professionaalsetes kontekstides nagu kodanikuühiskond, haridus, töökeskkond ja ametlikud dokumendid. Puuduvad selged märgid informaalsest või kõnekeelsest kasutusest. Sõna kasutatakse neutraalses või positiivses tähenduses, kirjeldades soovitavaid omadusi või tegevusi.";väga kindel;ei kohaldu;jah;ei kohaldu;1;algatusvõimeline, ettevõtlik, initsiatiivne;jah;1;vähene;Autentseid näitelauseid ei leidu piisavalt;neutraalsetes/formaalsetes;jah;"See on kirjakeelne termin, mida kasutatakse peamiselt ametlikes või akadeemilistes tekstides. Sõna on tuletis verbist ""algatama"" ja liidest ""-lik"", mis on tüüpiline kirjakeele sõnamoodustusviis. Argikeeles eelistatakse pigem sõnu nagu ""ettevõtlik"", ""aktiivne"" või ""initsiatiivne"". Sõna harv esinemine näitab, et see pole igapäevases kõnekeeles levinud. Formaalsetes tekstides võib seda kohata näiteks isikuomadustest rääkides või organisatsioonilises kontekstis.";pigem kindel;harv;ei;"Sõnale sobib märgend ""harv"", kuna see esineb minu treeningandmetes väga vähe ja pole üldlevinud. Sõna on küll grammatiliselt korrektne ja arusaadav tuletis, kuid praktikas kasutatakse selle asemel sagedamini teisi sünonüüme. See on pigem potentsiaalne kui aktiivses kasutuses olev sõna. Harva esinemise tõttu on raske leida autentseid kasutuskontekste. Sõna kuulub pigem passiivse sõnavara hulka."
otseteed;REGISTRITA;4;kõik tähendused registrita;5434;jah;1;arvutiterminoloogia (kiirkorraldus, shortcut);ei;3;sage;Standard Booksi tarkvaras on päris mitu otseteed, mida tasub teada ning targalt ära kasutada. | Järgnevalt toon ära 7 kasulikku otseteed, mis meie igapäevaelu lihtsamaks võiks teha. | Otseteed võimaldavad kiiret juurdepääsu enamkasutatavatele funktsioonidele. | Kõik me kindlasti juba teame Ctrl+C ja Ctrl+V otseteed, mis teeb teksti kopeerimise mugavamaks ning kiiremaks. | Windowsi otsetee on Windowsi poolt kasutatav patenteeritud failitüüp operatsioonisüsteemi.;neutraalsetes/formaalsetes;ei;"Seda tähendust kasutatakse peamiselt tehnilistes juhendites, õppematerjalides ja IT-alastes tekstides. Sõnakasutus on neutraalne ja asjalik, puuduvad emotsionaalsed või kõnekeelsed väljendid. Tekstid on informatiivsed ja õpetavad. Näiteks fraasid nagu ""Otseteed võimaldavad kiiret juurdepääsu"" ja ""Otseteede haldamiseks valige"" on tüüpilised formaalsele registrile.";väga kindel;ei kohaldu;ei;ei kohaldu;1;Lühim või sirgjooneline tee mingisse kohta (füüsiline teekond);jah;2;sage;Läksime otseteed metsast läbi, et kiiremini koju jõuda. | Otseteed mööda minnes hoiame kokku vähemalt pool tundi. | Ta teadis salajast otseteed, mis viis läbi pargi. | Lapsed avastasid otsetee kooli ja kodu vahel. | Otseteed pidi jõuame sinna palju varem kui ringteed mööda.;neutraalsetes/formaalsetes;jah;"Sõna ""otseteed"" füüsilise teekonna tähenduses esineb nii ilukirjanduses, ajakirjanduses kui ka ametlikes tekstides. See on neutraalne sõna, mida kasutatakse igapäevases standardkeeles. Pole märke, et see oleks kõnekeelne või slängiline. Sõna sobib hästi nii formaalsesse kui ka mitteformaalsesse konteksti. Grammatiliselt on tegemist standardse eesti keele sõnaga.";väga kindel;ei kohaldu;jah;ei kohaldu
;;;;;;2;ruumiline/füüsiline (lühim tee);jah;3;keskmine;"Otseteed on siit koju ainult paar kilomeetrit, aga jõgi on ees. | Algul tundus väga lamp ja mõttetu valik, aga peagi saime aru, et see otsetee oli parim valik üldse! | Astangu ei ole enam ""ääremaa"" Väike-Õismäe ja Astangu vahet sõites saab tänasest kasutada otseteed. | Öisel ajal ei tasu küll otseteed otsima minna. | Kohvikust koju minnes otsustasin vanalinnas otseteed kasutada.";neutraalsetes/formaalsetes;jah;"See tähendus esineb neutraalsetes kirjeldustes ja aruteludes teekondade kohta. Kasutus on asjalik ja kirjeldav, näiteks ""Otseteed on siit koju ainult paar kilomeetrit"" või ""Väike-Õismäelt Astangule, kõikidele tänapäeva ohutusnõuetele vastav 200 meetrit pikk tee"". Puuduvad slängi või kõnekeele tunnused.";väga kindel;ei kohaldu;jah;ei kohaldu;2;Kiireim või lihtsaim viis millegi saavutamiseks (ülekantud tähendus);jah;2;keskmine;Edu saavutamiseks pole otseteed, vaid tuleb kõvasti tööd teha. | Ta otsis alati otseteed probleemide lahendamiseks. | Õnne juurde ei vii otseteed. | Haridus on otsetee paremale elule. | Otseteed rikkuseni pole olemas.;neutraalsetes/formaalsetes;jah;"Ülekantud tähenduses kasutatakse ""otseteed"" samuti neutraalsetes ja formaalsetes tekstides. See esineb sageli publitsistikas, essedes ja argumenteerivates tekstides. Metafoorne kasutus on kirjakeeles täiesti tavaline. Sõna sobib hästi nii teaduslikesse, filosoofilistesse kui ka igapäevastesse aruteludesse. Pole mingeid märke informaalsusest või kõnekeelsusest.";väga kindel;ei kohaldu;jah;ei kohaldu
;;;;;;3;ülekantud (kiire/lihtsustatud meetod);jah;3;vähene;Otseteed ei ole. Ja need otseteed, mida varem proovinud oled, on juba ennast sellega tõestanud, et need EI toiminud. | Ma ei usu kunagi mingisugust otseteed, et otseteed pidi on võimalik võitu saada. | Kus on tegemist usaldatavusega, seal ei ole olemas otseteed, vaid on ainult üks tee - tõetee. | Mingis mõttes on see väga kõnekas lugu. Sest ka hiljem olen õppinud, et kiir- ja otseteid ei ole olemas. | Aga pole hullu! Keegi meist pole täiuslik. Kõik me tahame leida kõige otsemat teed probleemide lahenduseni, aga paraku ei ole otseteed olemas.;ei kohaldu;ei;"Selle tähenduse puhul on raske määrata kindlat registrit, kuna see esineb nii isiklikes mõtiskluses kui ka nõuandetekstides. Kasutus varieerub emotsionaalsest (""Otseteed ei ole!"") kuni filosoofiliseni (""kiir- ja otseteid ei ole olemas""). Kontekst on erinev ja register sõltub konkreetsest tekstist.";pigem ebakindel;harv;ei;"Märgend ""harv"" on põhjendatud, kuna see tähendus esineb tekstimaterjalis märgatavalt vähem kui teised kaks tähendust. Ülekantud tähenduses kasutamine on piiratud peamiselt filosoofiliste või motiveerivate tekstidega, kus räägitakse elus eduks vajalikest pingutustest. See ei ole igapäevases keelekasutuses levinud tähendus võrreldes arvutiterminoloogia või ruumilise tähendusega.";;;;;;;;;;;;;
palmima;REGISTRITA;1;;191;ei;1;punuma, põimima;jah;2;sage;Tema palmib hõlgedest ja kuuse okstest segamine suure wõru, paneb wõru aia peale | Niobe kõige õnnelikumatest emadest nimetatud oleks, kui mitte ennast kiitnud ei oleks | Ikka et küll on ilus laps ja nagu pildi peal... ilusti palmitud heledad juuksed | SIIS, KUI EMA KRINGLIT PALMIB, ÕPIN MINA JÕULUSALMI | Seda palmisid naisterahvad, kellel juuksed katkesivad, oma tipside hulka;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse nii ilukirjanduslikes tekstides kui ka igapäevakeeles. Näited pärinevad erinevatest allikatest - romaanidest, ajaleheartiklitest, rahvaluulest. Kasutus on neutraalne, kirjeldav, ilma emotsionaalse värvinguta. Sõna esineb standardkeeles ja on üldtuntud tähenduses. Tekstimaterjalis pole märke, et see oleks kõnekeelne või stiililiselt markeeritud.;väga kindel;ei kohaldu;jah;ei kohaldu;1;paluma, anuma (kelleltki midagi taotlema, soovima);ei;1;vähene;Ta palmis emalt raha kinopileti jaoks. | Lapsed palmisid vanemaid, et nad lubaksid neil kauem üleval olla. | Koer palmis peremehe käest maiust. | Poiss palmis õpetajalt pikendust kodutöö esitamiseks. | Ta palmis sõbralt abi kolimisega.;informaalsetes;ei;"Sõna ""palmima"" kasutatakse pigem informaalsetes tekstides. See on kõnekeelne variant neutraalsemast sõnast ""paluma"". Sõna kannab endas teatavat emotsionaalset varjundit - see viitab intensiivsemale, tungivamale või meelitlevamale palumisele kui neutraalne ""paluma"". Tüüpiliselt esineb see sõna argistes olukordades, eriti kui kirjeldatakse laste käitumist või emotsionaalselt laetud situatsioone. Formaalsetes tekstides, ametlikes dokumentides või neutraalses kirjakeeles eelistatakse tavaliselt sõna ""paluma"".";pigem kindel;kõnekeelne;ei;"Märgend ""kõnekeelne"" sobib, kuna sõna kuulub selgelt argisemasse, vabamasse keeleregistrisse ning seda kasutatakse peamiselt suulises kõnes või seda imiteerivas kirjalikus tekstis. See on emotsionaalselt markeeritud variant neutraalsest ""paluma"" sõnast. "
;;;;;;2;kokku panema, ühendama;jah;2;vähene;Luules on üks vormitippe sonetipärg – Hortus Musicusele on 15 sonetti pärjaks palminud Leelo Tungal | su pööripäevad päikest, tormi liitvad kui vähe oled salmiks palminud! | Neist wandesõnust saadan jutlust palmib, Mis rõõmu tujul põrgu pidul peab | Kui ma palmin omad palwed, Hinge tunded laulusse | Ühest inimesest ei sõltu eriti midagi, ent paljudest koos annab mõndagi palmida;neutraalsetes/formaalsetes;jah;See tähendus esineb peamiselt luuletekstides ja ilukirjanduslikes kontekstides. Kasutus on pigem kõrgstiilne ja poeetiline, kuid mitte kõnekeelne. Sõna kasutatakse metafoorselt, viidates abstraktsete mõistete ühendamisele. Kuigi poeetiline, jääb see siiski formaalsesse registrisse. Pole märke argoo või kõnekeele tunnustest.;pigem kindel;luulekeelne;ei;"See tähendus esineb peamiselt luuletekstides ja poeetilistes kontekstides. Sõna kasutatakse metafoorselt ja kujundlikult, mis on iseloomulik luulekeelele. Näited nagu ""salmiks palmima"" ja ""jutlust palmima"" on selgelt poeetilised väljendid. Tähendus on kunstiliselt markeeritud ja kuulub pigem kõrgstiili. Kasutus on luulele omane ja poeetiline.";1;paluma, anuma (kelleltki midagi taotlema, soovima);;1;vähene;Ta palmis emalt raha kinopileti jaoks. | Lapsed palmisid vanemaid, et nad lubaksid neil kauem üleval olla. | Koer palmis peremehe käest maiust. | Poiss palmis õpetajalt pikendust kodutöö esitamiseks. | Ta palmis sõbralt abi kolimisega.;informaalsetes;;"Sõna ""palmima"" kasutatakse pigem informaalsetes tekstides. See on kõnekeelne variant neutraalsemast sõnast ""paluma"". Sõna kannab endas teatavat emotsionaalset varjundit - see viitab intensiivsemale, tungivamale või meelitlevamale palumisele kui neutraalne ""paluma"". Tüüpiliselt esineb see sõna argistes olukordades, eriti kui kirjeldatakse laste käitumist või emotsionaalselt laetud situatsioone. Formaalsetes tekstides, ametlikes dokumentides või neutraalses kirjakeeles eelistatakse tavaliselt sõna ""paluma"".";pigem kindel;harv;ei;"Märgend ""harv"" on kohane, kuna sõna esineb minu treeningandmetes vähe ning tänapäeva keelekasutuses on see pigem ebatavaline. Sõna tundub olevat taandumas aktiivsest kasutusest."
emane;vulgaarne;3;teised tähendused registrita;53579;jah;1;emasloom;jah;2;sage;"1 emane (1580, local ID MX5404, ema 1330, isa 1297) – sünd. ja suri 12.5.1995 Peterburis. | Aretusemane on emane, kes on õige kehaehitusega tugev koer, suurepärase luustikuga, õigete nurkdega, õige liikumisega. | Võtsime loomapoest ""isase"" deegu. Eelnevalt oli kodus isane deegu. Nüüd tuleb välja, et ""isane"" on tegelikult emane. | Minu emane on enamus ajast pigem kollakas kui hallikas. | Järelikult on siis ikka emane. Kõik kes minu juures või seda pilti näinud on,ütlevad ka et Blacky on emane.";neutraalsetes/formaalsetes;jah;"Sõna ""emane"" emasloomade tähenduses esineb peamiselt neutraalsetes ja formaalsetes tekstides. Kasutatakse teaduslikes kontekstides (loomade registrid, aretusinfo), lemmikloomafoorumites faktilise info edastamiseks ning loomakasvatusalastes juhendites. Sõnakasutus on asjalik ja emotsioonivaba. Puuduvad slängi või kõnekeele tunnused.";väga kindel;ei kohaldu;jah;ei kohaldu;1;naissoost loom või olend;jah;2;sage;Emane karu kaitseb oma poegi väga agressiivselt. | Lindude puhul on emased sageli tagasihoidlikuma sulestikuga kui isased. | Emane hunt jääb kutsikatega koopasse, kui isane toitu otsib. | Kassil on kolm emast ja kaks isast kutsikat. | Emased putukad munevad suve jooksul sadu mune.;neutraalsetes/formaalsetes;jah;"Sõna ""emane"" loomade kohta on neutraalne bioloogiline termin, mida kasutatakse teaduslikes tekstides, loodusteaduslikkes kirjeldustes ja igapäevases neutraalses kõnes. See on standardne viis eristada nais- ja isasloomi. Terminil puudub emotsionaalne värvingus ja see on aktsepteeritud kõigis registrites.";väga kindel;ei kohaldu;jah;ei kohaldu
;;;;;;2;naisterahvas/naine;jah;2;vähene;Tüüpiline emane on töökas peoloom, kes peab ennast kõige ilusamaks, targemaks, pandavamaks, jne. | Olen emane. Mulle meeldib. Mul ei ole mingeid probleeme emane olemisega. | Laias laastus on naised ka emased. | Kuna biloloogiliselt olengi emane, tekitas käimasolev vestlus lihtsalt naerukihinaid... | jutukas. andekas. emane. täpselt selline nagu üks kirjaneitsi peab olema.;informaalsetes;jah;"Sõna ""emane"" naisterahva tähenduses esineb informaalsetes tekstides, peamiselt foorumites ja kommentaariumides. Kasutus on sageli irooniline või halvustav (""tüüpiline emane on töökas peoloom""). Esineb ka neutraalsemat kasutust, kuid kontekst viitab pigem kõnekeelsele registrile. Sõna valik inimese kohta on markeeritud, kuna neutraalses keeles kasutatakse sõnu ""naine"" või ""naisterahvas"".";pigem kindel;kõnekeelne;jah;"Märgend ""kõnekeelne"" sobib, kuna sõna kasutatakse inimeste kohta peamiselt mitteformaalsetes tekstides ja suulise kõne stiilis kirjutatud foorumitekstides. ";2;naissoost inimene (halvustav kasutus);jah;2;vähene;"Ta ütles, et mingid emased seal kisasid ja karjusid. | ""Need emased ei saa aru millestki,"" pomises ta pahuralt. | Vaata, kuidas see emane seal ringi sebib! | Üks emane tuli mulle tänaval kallale hakata. | Mis see emane endast arvab?";informaalsetes;jah;"Inimese kohta kasutades on ""emane"" selgelt halvustav ja vulgaarne. Seda kasutatakse ainult informaalses, sageli konfliktsetes või emotsionaalsetes olukordades. Termin taandab inimese loomale ja on solvav. Formaalsetes tekstides seda kunagi ei kasutata, välja arvatud tsitaatides või keelekasutuse analüüsides. See on selgelt negatiivse emotsionaalse laenguga sõna.";väga kindel;halvustav;jah;"Märgend ""halvustav"" sobib, kuna sõna kasutamine inimese kohta on selgelt mahategev ja solvav, taandades inimese loomale."
;;;;;;2;naisterahvas/naine;;2;vähene;Tüüpiline emane on töökas peoloom, kes peab ennast kõige ilusamaks, targemaks, pandavamaks, jne. | Olen emane. Mulle meeldib. Mul ei ole mingeid probleeme emane olemisega. | Laias laastus on naised ka emased. | Kuna biloloogiliselt olengi emane, tekitas käimasolev vestlus lihtsalt naerukihinaid... | jutukas. andekas. emane. täpselt selline nagu üks kirjaneitsi peab olema.;informaalsetes;;"Sõna ""emane"" naisterahva tähenduses esineb informaalsetes tekstides, peamiselt foorumites ja kommentaariumides. Kasutus on sageli irooniline või halvustav (""tüüpiline emane on töökas peoloom""). Esineb ka neutraalsemat kasutust, kuid kontekst viitab pigem kõnekeelsele registrile. Sõna valik inimese kohta on markeeritud, kuna neutraalses keeles kasutatakse sõnu ""naine"" või ""naisterahvas"".";pigem kindel;halvustav;jah;" Märgend ""halvustav"" on vajalik, sest mitmes näites kasutatakse sõna irooniliselt või alandavalt (""tüüpiline emane on töökas peoloom""). Sõna valik inimese kohta on stilistiliselt markeeritud, kuna neutraalses keeles eelistatakse sõnu ""naine"" või ""naisterahvas"". Kasutus viitab sageli objektistamisele või loomaga võrdlemisele.";2;naissoost inimene (halvustav kasutus);;2;vähene;"Ta ütles, et mingid emased seal kisasid ja karjusid. | ""Need emased ei saa aru millestki,"" pomises ta pahuralt. | Vaata, kuidas see emane seal ringi sebib! | Üks emane tuli mulle tänaval kallale hakata. | Mis see emane endast arvab?";informaalsetes;;"Inimese kohta kasutades on ""emane"" selgelt halvustav ja vulgaarne. Seda kasutatakse ainult informaalses, sageli konfliktsetes või emotsionaalsetes olukordades. Termin taandab inimese loomale ja on solvav. Formaalsetes tekstides seda kunagi ei kasutata, välja arvatud tsitaatides või keelekasutuse analüüsides. See on selgelt negatiivse emotsionaalse laenguga sõna.";väga kindel;vulgaarne;jah;"Märgend ""vulgaarne"" sobib samuti, kuna tegemist on labase ja tahumatu väljendusviisiga. Seda kasutatakse sageli konfliktsetes olukordades või sõimusõnana. Neutraalses või viisakas kõnes ei kasutata kunagi inimest ""emaseks"" nimetamist. Termin on emotsionaalselt laetud ja solvav."
